names,sex
عزيزة,F
عذراء,F
بهاء,M
بهيجة,F
بهيج,M
بهيجة,F
بهيّة,F
باقي,M
بكر,M
بلقيس,F
باقي,M
باقر,M
باراك,M
باراك,M
بركات,M
بشار,M
باسل,M
باسم,M
باسمة,F
بصير,M
بصيرة,F
باسط,M
بسمة,F
بسّام,M
باسم,M
بتول,F
بلال,M
بنيامين,M
بطرس,M
بولس,M
بطرس,M
براهيم,M
بدور,F
بولس,M
برهان,M
برهان الدين,M
برهان الدين,M
برهان الدين,M
بشرى,F
بطرس,M
دلال,F
داليا,F
دانية,F
دانيال,M
دانية,F
دانيال,M
دانية,F
داود,M
"داود, داوود",M
"داود, داوود",M
ديمة,F
ديمة,F
دينا,F
ضياء,M
جميلة,F
دعاء,F
إبراهيم,M
عيسى,M
إيمان,F
إسماعيل,M
عيسى,M
فادي,M
فادية,F
فاضل,M
فاضلة,F
فضل,M
فهد,M
فهم,M
فهمة,F
فيروز,F
فيصل,M
فائز,M
فائزة,F
فيصل,M
فجر,F
فخريّ,M
فخريّة,F
فرج,M
فرج,M
فريد,M
فرحة,F
فرحان,M
فرحانة,F
فريد,M
فريدة,F
"فريحة, فرحة",F
فارس,M
فاروق,M
فاروق,M
فرح,F
فاروق,M
فاروق,M
فاطمة,F
فاطمة,F
فتحيّ,M
فتحيّة,F
فاتحة,F
فاطمة,F
فاطمة الزهراء,F
فاطمة,F
فاطمة الزهراء,F
فاتن,F
فطين,M
فاطمة,F
فوزيّ,M
فوزيّة,F
فوزيّة,F
فايز,M
فيروز,F
فيصل,M
فائزة,F
فضل,M
فضّة,F
فهر,M
فكريّ,M
فكريّة,F
فضّة,F
فؤاد,M
فؤاد,M
فرقان,M
جابر,M
جبر,M
جعفر,M
جلال,M
جليلة,F
جمال,M
جميل,M
جميلة,F
جاذبيّة,F
جواهر,F
جودت,M
جاذبيّة,F
غادة,F
غدير,F
غالب,M
غالية,F
غسّان,M
غيث,M
غلام,M
جودة,M
حامد,M
حبيب,M
حبيبة,F
حبيب الله,M
عالي,M
عالية,F
آمنة,F
آمنة,F
عامر,M
عامر,M
آمر,M
عبّاس,M
عبّاس,M
عبد العزيز,M
عبد الحميد,M
عبد القادر,M
عبد الكريم,M
عبد الله,M
عبد اللطيف,M
عبد المجيد,M
عبد الملك,M
عبد القادر,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد الرشيد,M
عبد السلام,M
عبد الولِي,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد الرشيد,M
عبد السلام,M
عبد العزيز,M
عبد الحميد,M
عبد القادر,M
عبد اللطيف,M
عبد المجيد,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد السلام,M
عبد السلام,M
عبده,M
عبد ال,M
عبد العزيز,M
عبد العزيز,M
عبد الحميد,M
عبد الله,M
عبد الله,M
عبد الرحمٰن,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد الرشيد,M
عبد السلام,M
عبلة,F
أبو,M
أبو الفضل,M
أبو بكر,M
أبو الفضل,M
آدم,M
عادل,M
عادل,M
عادلة,F
عدنان,M
عفاف,F
عفّان,M
عفيف,M
عفرا,F
أفضل,M
أحمد,M
أحمد,M
عائشة,F
عائدة,F
أيمن,M
عائشة,F
عائشة,F
عائشة,F
عائشة,F
أكبر,M
"عقيلة, عاقلة",F
أكرم,M
علاء,M
علاء الدين,M
علاء الدين,M
الآمر,M
الحسن,M
عليّ,M
عليّ,M
علياء,F
عليم,M
عليّة,F
عليّة,F
عليّة,F
عليّة,F
علياء,F
أمال,F
أمال,F
أمين,M
"آمنة, أمينة",F
آمنة,F
أمينة,F
أمين,M
أمير,M
أميرة,F
أميرة,F
أمجد,M
عمّار,M
عمّار,M
أمنة,F
أنس,M
أنس,M
أنيس,M
أنيسة,F
انصار,M
أنور,M
أنور,M
"عقيل, عاقل",M
"عقيلة, عاقلة",F
عارف,M
أريج,F
أروى,F
أسعد,M
أسد,M
أشفاق,M
أشراقات,F
أصف,M
عاسم,M
"آسيا, آسية",F
أسمى,F
أسماء,F
أسرى,F
"آسيا, آسية",F
عطاء,M
عطا الله,M
عطا الله,M
عاطف,M
عاطفة,F
عطوف,M
آية,F
آية,F
عائدة,F
عائشة,F
عائشة,F
أيمن,M
أيّوب,M
عائشة,F
أيّوب,M
أزهر,M
عزيز,M
عزيز,M
عزيزة,F
عذراء,F
بهاء,M
بهيجة,F
بهيج,M
بهيجة,F
بهيّة,F
باقي,M
بكر,M
بلقيس,F
باقي,M
باقر,M
باراك,M
باراك,M
بركات,M
بشار,M
باسل,M
باسم,M
باسمة,F
بصير,M
بصيرة,F
باسط,M
بسمة,F
بسّام,M
باسم,M
بتول,F
بلال,M
بنيامين,M
بطرس,M
بولس,M
بطرس,M
براهيم,M
بدور,F
بولس,M
برهان,M
برهان الدين,M
برهان الدين,M
برهان الدين,M
بشرى,F
بطرس,M
دلال,F
داليا,F
دانية,F
دانيال,M
دانية,F
دانيال,M
دانية,F
داود,M
"داود, داوود",M
"داود, داوود",M
ديمة,F
ديمة,F
دينا,F
ضياء,M
جميلة,F
دعاء,F
إبراهيم,M
عيسى,M
إيمان,F
إسماعيل,M
عيسى,M
فادي,M
فادية,F
فاضل,M
فاضلة,F
فضل,M
فهد,M
فهم,M
فهمة,F
فيروز,F
فيصل,M
فائز,M
فائزة,F
فيصل,M
فجر,F
فخريّ,M
فخريّة,F
فرج,M
فرج,M
فريد,M
فرحة,F
فرحان,M
فرحانة,F
فريد,M
فريدة,F
"فريحة, فرحة",F
فارس,M
فاروق,M
فاروق,M
فرح,F
فاروق,M
فاروق,M
فاطمة,F
فاطمة,F
فتحيّ,M
فتحيّة,F
فاتحة,F
فاطمة,F
فاطمة الزهراء,F
فاطمة,F
فاطمة الزهراء,F
فاتن,F
فطين,M
فاطمة,F
فوزيّ,M
فوزيّة,F
فوزيّة,F
فايز,M
فيروز,F
فيصل,M
فائزة,F
فضل,M
فضّة,F
فهر,M
فكريّ,M
فكريّة,F
فضّة,F
فؤاد,M
فؤاد,M
فرقان,M
جابر,M
جبر,M
جعفر,M
جلال,M
جليلة,F
جمال,M
جميل,M
جميلة,F
جاذبيّة,F
جواهر,F
جودت,M
جاذبيّة,F
غادة,F
غدير,F
غالب,M
غالية,F
غسّان,M
غيث,M
غلام,M
جودة,M
حامد,M
حبيب,M
حبيبة,F
حبيب الله,M
عالي,M
عالية,F
آمنة,F
آمنة,F
عامر,M
عامر,M
آمر,M
عبّاس,M
عبّاس,M
عبد العزيز,M
عبد الحميد,M
عبد القادر,M
عبد الكريم,M
عبد الله,M
عبد اللطيف,M
عبد المجيد,M
عبد الملك,M
عبد القادر,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد الرشيد,M
عبد السلام,M
عبد الولِي,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد الرشيد,M
عبد السلام,M
عبد العزيز,M
عبد الحميد,M
عبد القادر,M
عبد اللطيف,M
عبد المجيد,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد السلام,M
عبد السلام,M
عبده,M
عبد ال,M
عبد العزيز,M
عبد العزيز,M
عبد الحميد,M
عبد الله,M
عبد الله,M
عبد الرحمٰن,M
عبد الرحيم,M
عبد الرحمٰن,M
عبد الرشيد,M
عبد السلام,M
عبلة,F
أبو,M
أبو الفضل,M
أبو بكر,M
أبو الفضل,M
آدم,M
عادل,M
عادل,M
عادلة,F
عدنان,M
عفاف,F
عفّان,M
عفيف,M
عفرا,F
أفضل,M
أحمد,M
أحمد,M
عائشة,F
عائدة,F
أيمن,M
عائشة,F
عائشة,F
عائشة,F
عائشة,F
أكبر,M
"عقيلة, عاقلة",F
أكرم,M
علاء,M
علاء الدين,M
علاء الدين,M
الآمر,M
الحسن,M
عليّ,M
عليّ,M
علياء,F
عليم,M
عليّة,F
عليّة,F
عليّة,F
عليّة,F
علياء,F
أمال,F
أمال,F
أمين,M
"آمنة, أمينة",F
آمنة,F
أمينة,F
أمين,M
أمير,M
أميرة,F
أميرة,F
أمجد,M
عمّار,M
عمّار,M
أمنة,F
أنس,M
أنس,M
أنيس,M
أنيسة,F
انصار,M
أنور,M
أنور,M
"عقيل, عاقل",M
"عقيلة, عاقلة",F
عارف,M
أريج,F
أروى,F
أسعد,M
أسد,M
أشفاق,M
أشراقات,F
أصف,M
عاسم,M
"آسيا, آسية",F
أسمى,F
أسماء,F
أسرى,F
"آسيا, آسية",F
عطاء,M
عطا الله,M
عطا الله,M
عاطف,M
عاطفة,F
عطوف,M
آية,F
آية,F
عائدة,F
عائشة,F
عائشة,F
أيمن,M
أيّوب,M
عائشة,F
أيّوب,M
أزهر,M
عزيز,M
عزيز,M
عزيزة,F
عذراء,F
بهاء,M
بهيجة,F
بهيج,M
بهيجة,F
بهيّة,F
باقي,M
بكر,M
بلقيس,F
باقي,M
باقر,M
باراك,M
باراك,M
بركات,M
بشار,M
باسل,M
باسم,M
باسمة,F
بصير,M
بصيرة,F
باسط,M
بسمة,F
بسّام,M
باسم,M
بتول,F
بلال,M
بنيامين,M
بطرس,M
بولس,M
بطرس,M
براهيم,M
بدور,F
بولس,M
برهان,M
برهان الدين,M
برهان الدين,M
برهان الدين,M
بشرى,F
بطرس,M
دلال,F
داليا,F
دانية,F
دانيال,M
دانية,F
دانيال,M
دانية,F
داود,M
"داود, داوود",M
"داود, داوود",M
ديمة,F
ديمة,F
دينا,F
ضياء,M
جميلة,F
دعاء,F
إبراهيم,M
عيسى,M
إيمان,F
إسماعيل,M
عيسى,M
فادي,M
فادية,F
فاضل,M
فاضلة,F
فضل,M
فهد,M
فهم,M
فهمة,F
فيروز,F
فيصل,M
فائز,M
فائزة,F
فيصل,M
فجر,F
فخريّ,M
فخريّة,F
فرج,M
فرج,M
فريد,M
فرحة,F
فرحان,M
فرحانة,F
فريد,M
فريدة,F
"فريحة, فرحة",F
فارس,M
فاروق,M
فاروق,M
فرح,F
فاروق,M
فاروق,M
فاطمة,F
فاطمة,F
فتحيّ,M
فتحيّة,F
فاتحة,F
فاطمة,F
فاطمة الزهراء,F
فاطمة,F
فاطمة الزهراء,F
فاتن,F
فطين,M
فاطمة,F
فوزيّ,M
فوزيّة,F
فوزيّة,F
فايز,M
فيروز,F
فيصل,M
فائزة,F
فضل,M
فضّة,F
فهر,M
فكريّ,M
فكريّة,F
فضّة,F
فؤاد,M
فؤاد,M
فرقان,M
جابر,M
جبر,M
جعفر,M
جلال,M
جليلة,F
جمال,M
جميل,M
جميلة,F
جاذبيّة,F
جواهر,F
جودت,M
جاذبيّة,F
غادة,F
غدير,F
غالب,M
غالية,F
غسّان,M
غيث,M
غلام,M
جودة,M
حامد,M
حبيب,M
حبيبة,F
حبيب الله,M
آبانوس,M
آبينوس,M
آتا,M
آتبين,M
آتيلا,M
آجَار,M
آدم,M
آذرنگ,M
آرا,M
آراد,M
آراز,M
آراس,M
آراكس,M
آرام,M
آران,M
آرِبْ,M
آرتان,M
آرتين,M
آرج,M
آردين,M
آرسام,M
آرسِن,M
آرش,M
آرشاوير,M
آرمان,M
آرمين,M
آرنگ,M
آريا,M
آريابد,M
آريامن,M
آريان,M
آريانو,M
آرين,M
آريو,M
آزاد,M
آسا,M
آسِر,M
آشا,M
آصال,M
آغا,M
آفَاق,M
آفتابُ الدِّيْن,M
آفِق,M
آلان,M
آلف,M
آماد,M
آمِن,M
آموز,M
آمين,M
آوات,M
آيان,M
آيدين,M
آيين,M
أبَابِيل,M
أبان,M
أَبْدَال,M
أبْدَرٌ,M
أَبْرَج,M
أبْرَق,M
أَبْصَار,M
أبكر,M
أَبْلَج,M
أَبْلَغ,M
أَبْهَج,M
أَبْهَر,M
أَبُوْ الفَضْل,M
أَبُوْ بَكْر,M
أبو فراس,M
أَبِيّ,M
أُبَيّ,M
أَبْيَض,M
أَبْيَن,M
أَثْبَت,M
أثر,M
أثير,M
أَثِيل,M
أَجَاوِيد,M
أَجْمَل,M
أَجْيَد,M
أَحْبَاب,M
أحد,M
أُحُد,M
أَحْسَن,M
أحكم,M
أَحْمَد,M
أَحْمَر,M
أحنف,M
أحْوَس,M
أحيان,M
أخزم,M
أَخَصّ,M
أَخْضَر,M
أَخْطَب,M
أَخْطَف,M
أَخْلاَق,M
أَخْمَد,M
أَخْيَار,M
أدهم,M
أَدْوَم,M
أديان,M
أَذَان,M
أذين,M
أَرْبَد,M
أرحب,M
أَرْحَمْ,M
أرشد,M
أرفع,M
أَرْقَم,M
أريب,M
أُرَيْب,M
أُرَيْبِي,M
أَرِيْج,M
أزْكَى,M
أَزَليّ,M
أَزْهَر,M
أزيان,M
أَسْجَد,M
أَسَد,M
أسرار,M
أَسْعَد,M
أَسْلَم,M
أسمر,M
أَسْيَاف,M
أَشْبَال,M
أشتر,M
أَشْجَع,M
أَشْرَف,M
أَشْعَر,M
أَشْعَل,M
أَشْقَر,M
أَشْمَل,M
أشهب,M
أَشْهُب,M
أَشْهَر,M
أَشْهَم,M
أَشْوَاق,M
أصبح,M
أَصَح,M
أَصْحَاب,M
أَصْغَر,M
أَصْفِيَاء,M
أَصْوَب,M
أَصِيْل,M
أَظْرَف,M
أَظْفَار,M
أظفر,M
أعراف,M
أعز,M
أعظم,M
أَعْلى,M
أغلا,M
أَغْلَب,M
أَفْرَد,M
أَفْسَرُ الدِّيْن,M
أفْصَح,M
أَفْضَال,M
أَفْنَان,M
أقصد,M
أَقْصَى,M
أَقْوَى,M
أَكْبَر,M
أَكْرَم,M
أَكْفَح,M
أَكْمَل,M
أَكْنَان,M
أَكْوَان,M
أكْيَس,M
ألطاف,M
ألطف,M
أَلِيْف,M
أَمَّام,M
أمان,M
أَمْثَل,M
أَمْجَاد,M
أَمْجَد,M
أمد,M
أَمْدَد,M
أمرُ الله,M
أَمْلَس,M
أَمْنَان,M
أَمُوْني,M
أَمْيَال,M
أُمَيْجِد,M
أمير,M
أَمِيْرُ الدِّيْن,M
أَمِيْرِي,M
أُمَيْزار,M
أَمْيَلي,M
أمين,M
أنار,M
أَنْجُد,M
أَنْجُم,M
أَنْدَلُس,M
أَنْدَلُسي,M
أنس,M
أَنِس,M
أَنْسَام,M
أنسب,M
أَنَسي,M
أُنْسِي,M
أَنْصَار,M
أَنْصَاري,M
أَنْعُم,M
أَنعُم الله,M
أَنْفَاس,M
أَنْفَاني,M
أنفة,M
أنمار,M
أنهار,M
أَنْوَار,M
أنوار الدين,M
أنواري,M
أَنْوَر,M
أَنِيْس,M
أُنَيْس,M
أَنِيْق,M
أَهِبُون,M
أَهداف,M
أَهرام,M
أَهيَس,M
أَهْيَم,M
أَوَّاب,M
أوان,M
أَوب,M
أَوْبِيّ,M
أَوْثَل,M
أَوْج,M
أَوْحَد,M
أَوْدَق,M
أَوْرَاق,M
أُوْرْخان,M
أَوْرَد,M
أوسال,M
أَوسَام,M
أَوْسَط,M
أَوْسَن,M
أَوْشَن,M
أَوْفَر,M
أوفى,M
أَوَّل,M
أَوَّلاَن,M
أَوْلَان,M
أَوْلَى,M
أَوْلِيَاء,M
أُوَيْب,M
أُوَيْس,M
أُوَيْسِيّ,M
أيادٍ,M
أيّاد,M
أيّام,M
أَيامِن,M
أيّان,M
أيدٍ,M
أَيْد,M
أَيْدِي,M
أيسر,M
أَيْكُن,M
أيمن,M
أَيُّوْب,M
إبتسام,M
إبحار,M
إبراهيم,M
إِبريز,M
إتقان,M
إجلال,M
إحرام,M
إِحْسَان,M
إحكام,M
إخاء,M
إخلاص,M
إِخْوَان,M
إِدْرِيْس,M
إذعان,M
إسكندر,M
إسلام,M
إِسْمَاعِيْل,M
إِشْرَاق,M
إِشْعَال,M
إصرار,M
إِظْفَار,M
إفراء,M
إِقْبَال,M
إقدام,M
إِقْلِيْم,M
إلحان,M
إِلْيَاس,M
إمام الدين,M
إِمْدَاد,M
إِمْهَال,M
إِنْجِيل,M
إِنْس,M
إنْشَاد,M
إِنْعَام,M
إنعام الحق,M
إنعام الرحمن,M
إِنْهَال,M
إهداف,M
إِهْلَال,M
إياد,M
إِيَاس,M
إِيَّان,M
إِيثَار,M
إِيْدَاع,M
إيراء,M
إِيْضَاح,M
إِيْفَاء,M
إيلاف,M
إِيمَام,M
إِيْنَاس,M
إيهاب,M
إِيهَام,M
إِيْوَاء,M
ئەردەڵان,M
ابْتِهَال,M
اتابك,M
احترام,M
اختر,M
ارباب,M
ارتا,M
ارتبان,M
ارتپان,M
ارتشتار,M
ارتقاء,M
ارته باذ,M
اَرجاسب,M
ارجمند,M
ارخون,M
اردشير,M
اردوان,M
ارژنگ,M
ارسطو,M
ارسلان,M
اَرسَن,M
ارشام,M
ارشامه,M
اَرشان,M
ارشك,M
اَرشيا,M
اركان,M
ارمغان,M
اروند,M
اروين,M
اريز,M
ازل,M
استقلال,M
اسفند,M
اسفنديار,M
اشكان,M
اعْتِزَاز,M
اعتماد,M
افراز,M
افراسياب,M
افزا,M
افشار,M
افشان,M
اُكتاي,M
اكليل,M
البرز,M
الحسن,M
الحُسَيْن,M
اِلشن,M
الوند,M
اليار,M
امانت,M
امتثال,M
امتياز,M
امتيازالدين,M
اميدوار,M
اناست,M
اناقت,M
انبساط,M
انبهاج,M
انتشال,M
انتصار,M
انتظار,M
انتهاء,M
انجاح,M
انجام,M
انجمن,M
انسِجَام,M
انشراف,M
انصاف,M
انفصال,M
انوش,M
انوشه,M
انوشيروان,M
اهواز,M
اوان,M
اورنگ,M
اوژن,M
اَوستا,M
اياز,M
ايرج,M
ايلقار,M
ايلمان,M
ايلياد,M
ايليار,M
باب,M
بابك,M
بَاتِك,M
بَاتِل,M
بَاجِس,M
بَاحِث,M
بَاحُوث,M
بَاخِت,M
باختر,M
بادر,M
بَادِي,M
بادين or بەدین,M
بارام,M
بارخان,M
بارز,M
بَارِزي,M
بَارِق,M
باز,M
بازُ الله,M
بَازِج,M
بَازِر,M
بازغ,M
بَاسِط,M
باسق,M
بَاسِل,M
باسِليّ,M
بَاسِم,M
بَاسِمي,M
بَاسِمِين,M
بَاسِيل,M
بَاشِر,M
باشّو,M
بَاغِش,M
بَاقِر,M
بَاقي,M
بامداد,M
بَانِي,M
بَاهِر,M
باهِرون,M
باهري,M
باهِريَّة,M
باوان,M
بايلول,M
ببر,M
بَتَّال,M
بَثْر,M
بَجْدان,M
بَجْلِيّ,M
بُجُود,M
بُجَيْج,M
بَحّات,M
بحّاث,M
بَحْر,M
بَحْرَ الدِّيْن,M
بَحْرِي,M
بُحُوْر,M
بُحَيْر,M
بُخَاري,M
بخت,M
بختاور,M
"بختاور، بخت آور",M
بختور,M
"بختور، بەختەوەر",M
بَختي,M
بختيار,M
بخش,M
بخشايش,M
بُخُوْر,M
بَخِيت,M
بَدَاح,M
بُداد,M
بَدَّار,M
بِدَار,M
بدايت,M
بَدْر,M
بدر الدين,M
بَدْرَان,M
بَدْرَاوي,M
بَدْرِي,M
بَدْها,M
بُدُوْر,M
بُدُوْل,M
بَدَوِيّ,M
بَدِيْد,M
بُدَيْد,M
بُدَيْر,M
بَدِيْل,M
بُدَيْلِي,M
بَدِيْلَيْن,M
بديه,M
بُدَيْوِي,M
براء,M
بَرّاز,M
بَرَاعِم,M
بَرَّاق,M
براهيم,M
بَرَايِك,M
بَرَج,M
برجا,M
برجيس,M
بَرديا,M
بَرْزَان,M
بُرزان,M
بُرزو,M
بركت,M
بَرمك,M
بُرنا,M
بُرهان,M
برومند,M
بريار,M
بَرِيْق,M
بَرِيك,M
بُرَيْك,M
بزرگ,M
بزرگمهر,M
بُزُور,M
بسام,M
بستان | بوستان,M
بُسْرَاق,M
بسمت,M
بَسُوم,M
بشار,M
بِشارة,M
بشّاش,M
بِشْر,M
بُشْرِيّ,M
بِشْرِيّ,M
بَشْوَان,M
بَشُّوْر,M
بَشْوِيّ,M
بَشِيْر,M
بَشيرُون,M
بَشِيرِيّ,M
بَشِيش,M
بصّار,M
بَصَر,M
بَصِيْر,M
بصيرت,M
بَطَل,M
بقاء,M
بَقْيَان,M
بَكَّار,M
بَكتاش,M
بكر,M
بِكر,M
بُكْران,M
بَكْرون,M
بَكُّور,M
بُكَيْر,M
بَكِيل,M
بَلاغ,M
بلال,M
بُلْبُل,M
بَلُوج,M
بليغ,M
بنّاء,M
بندر,M
بُنْيَان,M
بَها,M
بهاء,M
بَهاء الدين,M
بَهَاة,M
بهامين,M
بهبود,M
بِهتاش,M
بهجت,M
بِهداد,M
بِهراد,M
بهرام,M
بهرخ,M
بِهرنگ,M
بهروز,M
بهزاد,M
بَهْزَر,M
بهسا,M
بِهشاد,M
بهلول,M
بهمن,M
بهنام,M
بَهُوْج,M
بَهُوْر,M
بَهُوش,M
بَهِيّ,M
بهيج,M
بَهِير,M
بَهِين,M
بەهرۆز,M
بەهزاد,M
بَيَان,M
بيجن,M
بَيْطار,M
بَيْهَس,M
بیژن,M
پيوند,M
تائب,M
تابِث,M
تاجدار,M
تَامِر,M
تامور or تأمور,M
تايماز,M
تَبَارَك,M
تِبْر,M
تَبَرُّك,M
تَبْصِير,M
تِبْهَاج,M
تَثْمِير,M
تَجَمُّل,M
تَحْرِير,M
تَحْسِيْن,M
تحميد,M
تَدْبِير,M
تَدْرِيس,M
تُرَاث,M
تَرَاشُد,M
تِرْحَاب,M
تَرْحِيب,M
تَرْخِيم,M
تَرِيم,M
تَزَيُّن,M
تَزْيِين,M
تَسَامُح,M
تَسَاهِير,M
تَسْطِير,M
تَسْكِين,M
تَسْنِيْم,M
تَصَافِي,M
تَصْوِير,M
تطهير,M
تَعَال,M
تَعْزَاز,M
تَغْلِب,M
تفهيم,M
تَقَدُّم,M
تَكريم,M
تَكْليف,M
تلفظ,M
تَمَاثُل,M
تَمَّار,M
تَمَّام,M
تَمَسُّك,M
تمنّى,M
تَمْهِيد,M
تِنْجال,M
تَنْعِيم,M
تَهَانِي,M
تَهْذِيب,M
تَهَنُّد,M
تَوَّاب,M
تَوَاد,M
تَوَاضُع,M
تَوَافِيق,M
تَوانا,M
تَوْحِيْد,M
تَوَدُّد,M
تورج,M
تَوْفِيْق,M
تَوْقَان,M
تَوقُّر,M
تَوَكُّل,M
تَوْكِيْل,M
تُوَيْج,M
تَيْسِير,M
تيمور,M
تَيْهَان,M
ثَائِر,M
ثَابِت,M
ثَاقِب,M
ثَامِر,M
ثَامِل,M
ثَايِب,M
ثَرْدِيّ,M
ثروت,M
ثَعْلب,M
ثُعَيْلب,M
ثُمَامَة,M
ثَمِين,M
ثَوَّاب,M
ثوبان,M
ثَوْرَت,M
ثُوَيْب,M
جَائِد,M
جابِرٌ,M
جَادِر,M
جَار,M
جَارَان,M
جَارِيّ,M
جَازِم,M
جَازُون,M
جَازِي,M
جَاسِر,M
جَاسِم,M
جَالِب,M
جَالِس,M
جَامِل,M
جَانِس,M
جَاهِد,M
جَايِد,M
جَايِش,M
جَبَّاد,M
جَبْر,M
جِبْرَائيل,M
جبران,M
جَبْران,M
جُبران,M
جِبران,M
جبريال,M
جَبْريل,M
جِبْرِيل,M
جَبَل,M
جِبِلَّة,M
جَبُور,M
جُبَيْر,M
جُدّ,M
جَدُود,M
جَدُور,M
جَذَل,M
جَذُوب,M
جَرَام,M
جَرُوم,M
جُرَيْو,M
جَزَاء,M
جَزَّال,M
جَزِيل,M
جَسَّار,M
جُسَام,M
جَسِير,M
جُسَيْر,M
جَعْفَر,M
جَعْفَرَان,M
جَعْفُور,M
جُعَيْفِر,M
جَلْوَان,M
جَلِيّ,M
جَمَال,M
جُمَّال,M
جُمَيْل,M
جَمِيلُو,M
جَمِيلُون,M
جُنَادَة,M
جُنَيْد,M
جَهَّاد,M
جِهَاد,M
جهان,M
جَهْد,M
جُهْد,M
جَوَابِر,M
جواد,M
جوان,M
جوانشير,M
جوانمرد,M
جَوْد,M
جُود,M
جَوْدَت,M
جَوْهَر,M
جُوَيْد,M
جَيِّد,M
چابك,M
چراغ,M
چمن,M
حَائِز,M
حاتِم,M
حَادِر,M
حاذقة,M
حَارِث,M
حَارِثَة,M
حَاسِم,M
حَاسِن,M
حَاصِل,M
حَاصُون,M
حَاضِر,M
حَالِف,M
حَانِن,M
حَايِّي,M
حُبّ,M
حَبَّاب,M
حَبَّان,M
حَبْر,M
حِبْر,M
حَبْرُور,M
حَبَق,M
حَبْقُرّ,M
حُبِيّ,M
حَبِيب,M
حَبِيْبُ الرَّحْمَان,M
حُبَيْبيّ,M
حُبَيْر,M
حَبِيرِيّ,M
حُتَيْم,M
حديث,M
حَذَّار,M
حُذَيْفَة,M
حَرَّاز,M
حَرْز,M
حَرْزَان,M
حَرِيص,M
حَزِيم,M
حُسَام,M
حسان,M
حَسَب,M
حسن,M
حُسْنِي,M
حَسُّون,M
حَسِيس,M
حَسِيم,M
حُسَيْم,M
حسين,M
حَسِين,M
حِشْمَت,M
حَصِيف,M
حَطَّاب,M
حَفَّاظ,M
حَفِيش,M
حُفَيْظ,M
حَفِيل,M
حقّ,M
حَقِيق,M
حِكْمَة,M
حِكْمَت,M
حَكيِمٌ,M
حَلَّام,M
حِلْف,M
حُلْم,M
حِلْمي,M
حَلُوج,M
حَلْيَان,M
حَلِيج,M
حَلِيف,M
حَمَّاد,M
حَمَّادة,M
حَمَّادي,M
حُمَام,M
حِمَايت,M
حَمْد,M
حَمْدَان,M
حَمْدَت,M
حَمْدُون,M
حَمْدِي,M
حَمُّود,M
حَمُّوزة,M
حَمُول,M
حِمَى,M
حَمِيْد,M
حُمَيْد,M
حُمَيْدَان,M
حَمِيْدت,M
حَمِيز,M
حُمِيسُن,M
حَمِيف,M
حَمِيْم,M
حَنان,M
حَنَفِيّ,M
حَنِيف,M
حنين,M
حَوَاريّ,M
حَوَّاس,M
حَوِيس,M
حَيَاة,M
حيّان,M
حَيْدر,M
حَيْدَرُو,M
حَيْرَز,M
حَيْضر,M
حَيِيّ,M
حُيَيّ,M
خاطر,M
خَافِد,M
خَالِدُوْن,M
خَالِدِيْن,M
خالِص,M
خَالُود,M
خالي,M
خَبِيْر,M
خِتام,M
خَدَّام الله,M
خَدِيج,M
خُزَيْمَة,M
خسرو,M
خشايار,M
خشنود,M
خَصَّاب,M
خَصَّال,M
خِصْب,M
خَصِيب,M
خُصَيْب,M
خُصَيْف,M
خِضْر,M
خَضْرَان,M
خَضِير,M
خِطَاب,M
خَطَّار,M
خَطِيب,M
خَطِيْر,M
خُفَاف,M
خُفَيْر,M
خَفِيف,M
خِلال,M
خَلْدَان,M
خَلْدُون,M
خَلْفون,M
خَلُود,M
خَلُوق,M
خُلُوم,M
خَلِيد,M
خُلَيْد,M
خَلِيس,M
خليف,M
خُلَيْف,M
خليفة,M
خُلَيْفة,M
خَلِيفَت,M
خليل,M
خُمْل,M
خَوَاطِر,M
خورشيد,M
خُوْشدِل,M
خُولَد,M
خَوْليّ,M
خُوَيْلد,M
خَيَّار,M
خِيَار,M
خَيَال,M
خَيِّر,M
خَيْرٌ,M
خِير,M
خَير الله,M
خَيْلَد,M
دَؤوب,M
دائب,M
دَائِم,M
دَابِر,M
دادمهر,M
دادور,M
دادوەر,M
دارا,M
داراب,M
دارس,M
داريوش,M
داریا,M
دانا,M
دانش,M
دانشور,M
دَاهِي,M
داود,M
داود or داوود,M
داور,M
دَبِيْر,M
دِرَاس,M
دراك,M
دِرْبَاس,M
دِرْغَام,M
دَرْكان,M
دَرُوج,M
درياب,M
دِرْياس,M
دَرِيب,M
دَرِيق,M
دَستان,M
دَعِيج,M
دَقْر,M
دَقِيْق,M
دل,M
دل آرام,M
دلارا,M
دلاور,M
دلباز,M
دلبر,M
دلدار,M
دلشاد,M
دِلْف,M
دلكش,M
دلنواز,M
دَلْو,M
دَلِيْل,M
دلیر,M
دلێر,M
دَنِير,M
دَهَا,M
دُهاة,M
دَهْبَان,M
دهقان,M
دَهُوس,M
دَوَّاس,M
دوست,M
دَوْلَة,M
دولت,M
